1,3185.67,2926.6,8257
2,3258.92,3038.82,7781
3,3125.25,2994.04,10743
4,3199.67,3093.69,11597
5,3194.42,3080.5,11477
6,3307.5,3164.37,12327
7,3373.83,3220.76,11619
8,3276.92,3139.05,11301
9,3316.67,3127.11,11497
10,3255.67,3157.57,12336
11,3183.92,3024.97,11050
12,3284.25,3124.31,11565
13,3330.42,3185.54,11127
14,3495.17,3248.19,11882
15,3127.17,2983.0,11162
16,3290.67,3140.75,10525
17,3396.92,3175.57,12119
18,3314.0,3138.78,12283
19,3282.75,3129.82,11446
20,3392.5,3132.14,11367
21,3336.92,3139.14,13037
22,3319.83,3159.67,11822
23,3402.33,3229.87,11122
24,3359.75,3220.33,11856
25,3524.75,3332.5,12567
26,3286.0,3171.11,10023
27,3339.33,3174.18,11714
28,3380.08,3189.71,10938
29,3211.92,3079.05,9800
30,3241.83,3104.22,11467
31,3418.75,3258.81,11677
32,3647.67,3477.6,12325
33,3368.75,3210.78,11147
34,3310.42,3173.74,12294
35,3550.5,3361.34,13095
36,3416.67,3252.88,11954
37,3368.92,3239.96,12299
38,3416.58,3241.89,12083
39,3363.08,3186.8,11582
40,3471.25,3328.17,11700
41,3448.92,3214.58,12453
42,3559.67,3408.08,12273
43,3332.83,3115.87,11585
44,3370.0,3200.81,11233
45,3404.0,3154.75,11661
46,3436.33,3221.73,12071
47,3342.33,3146.11,12189
48,3345.83,3147.08,11011
49,3499.58,3353.13,13106
50,3444.08,3301.45,11611
51,3394.67,3241.79,11883
52,3418.83,3227.66,11615
53,3424.17,3236.37,11721
54,3404.92,3218.91,11447
55,3467.08,3257.89,11587
56,3285.5,3085.31,10839
57,3284.42,3111.91,10436
58,3278.58,3141.12,11792
59,3413.25,3213.94,11610
60,3285.42,3157.18,10288
61,3571.5,3398.56,12457
62,3246.17,3116.6,10976
63,3387.25,3222.78,11328
64,3270.92,3134.61,11414
65,3350.42,3171.36,10951
66,3443.33,3287.6,11279
67,3407.75,3237.78,12296
68,3462.0,3246.07,11329
69,3572.67,3377.91,11878
70,3394.75,3195.93,11605
71,3370.5,3225.55,11464
72,3376.58,3215.0,11990
73,3463.58,3307.02,12575
74,3462.25,3308.4,11335
75,3490.83,3278.97,11170
76,3280.67,3115.29,8936
77,3426.42,3253.7,11533
78,3481.08,3284.6,11527
79,3498.67,3298.72,11732
80,3388.08,3224.86,10928
81,3439.58,3301.76,12004
82,3565.83,3306.48,12155
83,3376.67,3256.77,10783
84,3395.83,3238.78,10348
85,3386.75,3181.58,10526
86,3372.83,3193.35,11149
87,3471.5,3171.08,9853
88,3635.0,3486.55,11806
89,3561.0,3366.89,10827
90,3518.25,3264.02,12354
91,3441.08,3274.28,10915
92,3580.17,3381.71,12047
93,3497.5,3351.32,11784
94,3497.5,3314.53,12810
95,3334.92,3181.89,11383
96,3513.67,3364.84,12567
97,3316.58,3161.57,10873
98,3599.17,3435.73,12709
99,3424.08,3228.34,12516
100,3465.5,3301.97,12391
101,3407.08,3252.5,10928
102,3251.25,3108.18,10951
103,3387.83,3255.21,11831
104,3469.25,3299.41,11058
105,3566.17,3384.51,11796
106,3592.42,3439.52,12481
107,3455.75,3300.72,12062
108,3542.08,3289.34,11489
109,3426.58,3247.35,11752
110,3440.08,3296.05,11730
111,3558.83,3390.93,12124
112,3534.17,3391.17,12054
113,3418.0,3230.17,9706
114,3321.5,3159.15,11076
115,3505.25,3335.13,11693
116,3464.17,3300.86,12190
117,3504.92,3331.74,11629
118,3624.08,3360.82,11531
119,3651.33,3511.93,12436
120,3418.25,3273.6,11477
121,3584.33,3420.33,12603
122,3397.67,3223.79,12180
123,3428.08,3320.62,13197
124,3432.67,3243.64,12770
125,3496.92,3365.95,12311
126,3465.67,3312.01,12974
127,3366.42,3187.55,10867
128,3521.25,3325.88,11613
129,3422.25,3282.17,11663
130,3525.25,3340.19,12085
131,3545.08,3387.66,11269
132,3423.25,3254.37,11170
133,3393.42,3231.46,10579
134,3625.25,3499.01,13524
135,3299.67,3171.39,11389
136,3337.92,3117.43,10696
137,3306.58,3183.4,11419
138,3353.5,3228.17,12225
139,3494.17,3274.94,11158
140,3409.25,3215.06,12527
141,3410.67,3262.62,11353
142,3522.42,3408.8,11980
143,3438.42,3286.68,11551
144,3512.75,3371.76,11859
145,3403.08,3271.96,10686
146,3555.0,3385.43,12706
147,3557.75,3365.35,12785
148,3594.42,3437.53,12506
149,3420.25,3232.54,10988
150,3514.75,3340.03,11568
151,3453.25,3334.15,12368
152,3402.08,3245.28,11011
153,3465.08,3287.05,11580
154,3472.75,3322.52,11877
155,3476.58,3320.83,11947
156,3498.0,3316.84,12165
157,3415.0,3259.67,10955
158,3469.5,3246.03,10667
159,3486.67,3325.7,12018
160,3549.33,3405.99,11989
161,3491.0,3301.41,11836
162,3466.67,3316.98,11942
163,3610.75,3433.52,13575
164,3507.0,3334.99,11431
165,3471.25,3321.89,12193
166,3400.42,3193.55,11856
167,3413.17,3285.37,11981
168,3554.25,3405.23,12559
169,3367.67,3191.91,10424
170,3500.83,3372.99,12664
171,3627.75,3429.39,11729
172,3394.0,3249.3,10985
173,3485.75,3281.52,11183
174,3399.42,3214.04,9880
175,3505.75,3286.25,11261
176,3442.5,3247.4,9624
177,3421.83,3271.83,10262
178,3637.83,3435.04,11966
179,3442.5,3239.0,10428
180,3563.5,3391.13,11873
181,3533.5,3341.64,11817
182,3578.83,3371.85,11308
183,3329.5,3163.55,10007
184,3514.33,3317.45,11623
185,3480.25,3333.84,12389
186,3521.58,3380.95,11550
187,3525.33,3312.21,10672
188,3590.58,3352.97,11308
189,3273.5,3059.19,9840
190,3553.58,3357.64,11899
191,3476.08,3305.08,11632
192,3548.42,3435.78,13191
193,3396.17,3247.23,11374
194,3469.42,3307.54,11903
195,3411.42,3275.64,11646
196,3548.83,3387.81,11633
197,3410.17,3267.78,10240
198,3342.67,3153.42,10649
199,3289.08,3084.18,9217
200,3506.5,3336.7,11103
201,3441.0,3300.53,11378
202,3495.42,3332.39,11301
203,3388.75,3246.74,11731
204,3491.33,3348.4,12061
205,3512.75,3307.81,10942
206,3489.5,3343.9,10915
207,3548.92,3369.98,11054
208,3559.25,3396.17,12783
209,3348.67,3236.64,11674
210,3394.67,3272.49,11467
211,3472.0,3335.17,11426
212,3490.25,3358.37,11592
213,3579.5,3398.27,11220
214,3580.08,3413.94,11900
215,3372.92,3257.1,11736
216,3351.17,3191.48,11797
217,3328.33,3227.14,11179
218,3539.83,3378.08,11958
219,3643.75,3528.89,11692
220,3539.75,3377.67,11650
221,3506.67,3337.97,11712
222,3543.67,3351.02,11436
223,3639.5,3424.84,12030
224,3575.92,3434.19,11860
225,3537.67,3399.37,12367
226,3438.75,3316.19,10972
227,3460.92,3270.11,11034
228,3449.25,3268.96,10413
229,3560.67,3443.91,12517
230,3524.42,3391.29,12255
231,3591.0,3380.74,11571
232,3576.33,3415.25,11437
233,3436.67,3308.05,12005
234,3526.92,3369.22,10649
235,3523.33,3363.52,11936
236,3356.92,3235.9,10824
237,3528.83,3370.45,11612
238,3446.0,3255.24,10285
239,3432.75,3272.62,11392
240,3588.67,3401.9,11815
241,3511.67,3388.91,11574
242,3514.17,3386.08,10866
243,3605.25,3434.23,11952
244,3432.58,3306.9,9678
245,3623.42,3454.2,11249
246,3579.92,3428.74,11401
247,3619.67,3469.41,11107
248,3599.0,3443.09,11867
249,3339.67,3229.84,10504
250,3448.08,3242.11,11263
251,3537.83,3398.02,11120
252,3513.33,3326.13,11062
253,3294.58,3173.21,10593
254,3563.25,3399.34,11701
255,3474.83,3291.54,11532
256,3414.42,3259.82,11487
257,3362.25,3231.61,11328
258,3412.67,3251.53,11019
259,3560.0,3304.82,10091
260,3455.75,3317.47,12352
261,3598.42,3459.25,12503
262,3527.17,3373.11,11591
263,3564.42,3386.66,11159
264,3517.17,3355.3,12016
265,3430.42,3299.62,11532
266,3521.83,3353.55,11762
267,3504.5,3387.72,12437
268,3434.75,3291.74,11306
269,3680.83,3514.28,12290
270,3558.75,3415.43,11715
271,3390.08,3294.62,11495
272,3517.83,3331.76,12708
273,3434.92,3288.76,11033
274,3543.75,3360.1,10814
275,3455.92,3314.27,11572
276,3676.42,3518.73,12020
277,3593.33,3421.09,11595
278,3510.42,3395.44,12038
279,3550.67,3409.18,11626
280,3686.0,3519.97,13192
281,3574.67,3449.26,11700
282,3543.75,3395.14,11338
283,3691.83,3526.76,12479
284,3428.17,3233.31,11143
285,3432.42,3305.43,11451
286,3468.25,3348.94,11223
287,3552.75,3398.33,12242
288,3434.5,3328.74,11755
289,3482.0,3332.2,11687
290,3647.83,3506.73,12740
291,3459.08,3323.28,11406
292,3501.67,3342.02,10424
293,3660.75,3478.15,12001
294,3600.67,3491.31,11850
295,3623.67,3398.68,12008
296,3574.5,3447.19,11474
297,3575.33,3434.52,11262
298,3497.83,3384.37,11375
299,3634.83,3452.95,11523
300,3624.75,3422.57,11189
301,3687.0,3533.04,11935
302,3419.25,3265.11,11078
303,3608.08,3469.63,11510
304,3431.33,3294.53,11374
305,3521.92,3351.91,12033
306,3499.58,3352.93,11349
307,3525.0,3372.08,11417
308,3504.25,3359.07,11575
309,3716.42,3594.53,12960
310,3483.33,3383.44,12580
311,3646.33,3496.52,11980
312,3573.42,3410.78,12945
313,3590.83,3463.66,12673
314,3438.08,3306.16,12048
315,3548.17,3425.9,11962
316,3479.33,3363.82,11792
317,3558.5,3447.16,13107
318,3525.08,3381.02,11789
319,3409.75,3293.35,10993
320,3565.83,3417.08,11604
321,3518.0,3356.67,11724
322,3459.75,3305.41,11332
323,3570.92,3428.06,11713
324,3620.92,3448.05,11737
325,3522.0,3352.16,11442
326,3664.67,3506.05,11915
327,3471.75,3360.53,11405
328,3520.58,3352.59,11064
329,3425.17,3312.09,12252
330,3631.42,3511.85,12043
331,3499.0,3378.15,12324
332,3631.08,3480.54,12635
333,3548.75,3423.84,12223
334,3667.92,3514.95,12338
335,3591.17,3443.28,12318
336,3507.5,3380.54,11555
337,3603.33,3465.5,11919
338,3550.33,3451.86,12397
339,3444.5,3289.01,11738
340,3548.08,3420.13,12601
341,3682.17,3539.56,12975
342,3407.58,3289.24,11352
343,3516.33,3354.22,12066
344,3506.08,3299.6,12010
345,3605.25,3483.17,12162
346,3483.17,3380.64,12080
347,3539.08,3395.97,11648
348,3614.67,3491.01,12949
349,3559.58,3417.0,11750
350,3554.83,3382.36,12064
351,3754.92,3598.54,12953
352,3405.5,3259.18,10884
353,3654.58,3454.64,11943
354,3507.5,3377.72,12311
355,3663.67,3518.02,12449
356,3599.58,3468.28,12126
357,3528.33,3406.8,11929
358,3635.0,3499.82,12538
359,3412.5,3270.64,12012
360,3495.67,3347.68,12946
361,3457.0,3319.38,11444
362,3480.58,3368.88,12676
363,3579.0,3448.42,12785
364,3503.25,3346.22,12497
365,3385.17,3251.62,11379
366,3610.58,3422.27,12500
367,3435.08,3255.47,11299
368,3531.08,3426.97,11386
369,3588.67,3445.22,11201
370,3493.67,3333.5,12583
371,3397.67,3270.17,11727
372,3617.5,3472.69,13344
373,3509.08,3413.14,12584
374,3401.75,3246.82,12016
375,3515.42,3326.9,10941
376,3640.08,3468.36,12175
377,3592.83,3490.98,12719
378,3485.25,3335.18,12348
379,3464.92,3314.0,11371
380,3600.08,3445.69,11787
381,3582.58,3472.64,12999
382,3659.08,3498.45,12334
383,3594.83,3463.78,13088
384,3496.67,3339.26,12825
385,3567.5,3460.25,12793
386,3612.58,3511.14,13479
387,3670.92,3497.66,12367
388,3511.17,3378.58,12400
389,3582.75,3385.84,11625
390,3655.58,3515.92,12614
391,3619.33,3463.95,12438
392,3545.75,3398.25,12699
393,3450.92,3277.79,10913
394,3513.33,3377.22,11380
395,3432.25,3325.89,11129
396,3637.17,3490.12,12676
397,3572.08,3429.66,11437
398,3656.17,3455.91,10885
399,3635.42,3503.45,12364
400,3542.83,3416.28,11991
401,3616.67,3458.29,11196
402,3458.58,3324.53,10394
403,3361.58,3238.28,11139
404,3389.25,3253.03,10709
405,3620.08,3459.18,11275
406,3590.08,3393.75,10902
407,3518.5,3383.78,12203
408,3602.08,3450.55,11487
409,3512.92,3391.74,12232
410,3633.33,3452.96,11743
411,3631.92,3520.99,12467
412,3500.42,3378.41,12073
413,3666.17,3446.99,13062
414,3678.25,3521.32,11988
415,3612.33,3472.49,11808
416,3482.17,3307.93,12064
417,3565.25,3447.31,11826
418,3697.33,3529.6,12567
419,3677.0,3563.14,12692
420,3712.58,3567.21,12788
421,3548.5,3397.28,12160
422,3592.67,3450.8,11765
423,3610.08,3467.72,11685
424,3593.42,3444.92,11882
425,3463.75,3343.06,11473
426,3570.17,3424.56,11573
427,3565.5,3378.78,11645
428,3635.67,3510.72,11968
429,3488.0,3333.48,11101
430,3569.75,3439.6,11702
431,3680.17,3541.54,11647
432,3415.42,3271.65,11048
433,3452.42,3338.56,11467
434,3692.33,3578.01,12674
435,3556.25,3407.61,12424
436,3520.58,3400.91,12010
437,3707.08,3541.47,12986
438,3570.33,3416.21,11580
439,3521.25,3361.62,12206
440,3717.25,3497.18,11750
441,3455.25,3322.4,12410
442,3572.67,3389.78,11714
443,3597.25,3459.6,12202
444,3542.83,3385.32,11268
445,3508.58,3337.0,11438
446,3391.58,3202.06,9865
447,3458.17,3181.0,9235
448,3712.25,3586.09,12818
449,3462.0,3311.85,11636
450,3583.58,3471.14,11926
451,3469.0,3342.19,11675
452,3480.42,3355.33,11476
453,3567.17,3426.07,11947
454,3516.33,3387.63,10824
455,3599.58,3444.24,11631
456,3642.0,3478.92,12251
457,3682.0,3505.91,11808
458,3704.92,3510.9,12078
459,3727.33,3558.08,12530
460,3570.17,3421.29,12025
461,3622.83,3474.14,11991
462,3738.25,3603.63,12448
463,3398.83,3297.22,10595
464,3633.92,3466.03,11551
465,3683.25,3534.94,12675
466,3560.25,3404.06,11773
467,3654.0,3434.43,12488
468,3439.75,3268.31,11346
469,3535.58,3248.7,9872
470,3622.0,3474.62,12106
471,3491.58,3379.59,11885
472,3434.58,3287.22,10604
473,3795.67,3585.69,11716
474,3706.17,3527.69,11908
475,3839.25,3608.87,12582
476,3677.83,3504.28,12341
477,3611.67,3372.29,10993
478,3532.67,3347.62,11070
479,3645.5,3478.49,12142
480,3611.67,3459.09,12193
481,3696.0,3528.09,12804
482,3438.83,3285.19,12176
483,3599.67,3388.3,11653
484,3572.75,3341.95,10734
485,3629.42,3426.82,11234
486,3676.92,3522.49,12500
487,3711.0,3539.04,12588
488,3672.92,3482.04,12247
489,3548.17,3403.47,11699
490,3514.92,3333.87,11180
491,3643.5,3494.55,12835
492,3557.25,3439.93,12203
493,3679.58,3505.71,12642
494,3587.17,3446.13,12196
495,3577.75,3384.15,11768
496,3464.75,3334.0,11576
497,3477.08,3322.86,11419
498,3659.33,3464.97,12092
499,3575.0,3419.7,11019
500,3542.25,3396.11,11106
501,3547.92,3334.33,11280
502,3551.58,3361.2,11460
